x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
484.2620544;-47.5818596;1216.4190674;111.45;-84.58;157.69;-30.3759651;32.4421959;1.4107044;43.2578888;-0.5861328;0.6356528;0.0246264;0.9409656;1.2217856;0.9163392